K_new_from_k1k2,H_mean
-2.422348703908100642e+00,1.464451450558865941e+00
2.078295257540641316e-01,4.558832369741885326e-01
4.333522035776301351e+00,2.241964172543403855e+00
1.525503581897857952e+00,2.038302966327658616e+00
-2.460977496808197940e-01,6.003191647886276794e-01
-5.115482656578473897e-01,8.563987729623157019e-02
-8.860843731968230941e-01,1.289757832689655048e+00
-5.259559492951705086e-03,8.608441896353358214e-02
-1.035674087476861738e+00,1.432489915163946748e+00
-1.131326870546593699e-02,4.844900465769763631e-01
-1.662857275547350522e+00,1.000481094597719167e+00
-1.212283382405437981e+00,6.660077687415939529e-01
-2.010012479947854702e-01,4.757508756278165385e-01
-2.987538176432856258e-03,1.213746977067636790e-02
2.403763604934421871e-01,2.010660891767558578e+00
-5.348160629161307078e-01,1.893410352226908844e-01
-1.826527020016983860e+00,2.134542128998538679e+00
-4.540672674621201721e-01,6.938838095697655861e-01
-5.571479638030696346e-02,4.261237876569083927e-01
-4.260517608662073297e-01,1.553206586550139878e-01
-2.576645481830134532e+00,4.713375114199506721e-01
-5.294691276959071491e-01,1.059728899073855146e+00
-2.641537969856495582e-01,1.108093621747019641e+00
5.983372158413011871e-02,6.208444827643823105e-01
-7.991374631836619669e-01,8.486559585641864079e-01
-2.131774908508054622e+00,3.722863585643049200e-01
-2.369509665717134617e+00,1.800092881351006202e+00
1.825151446923250695e-02,5.111534231264706074e-01
6.901506800815132570e-02,1.276849122408284742e+00
-3.789225146164013402e+00,1.668664632429992078e+00
-1.142356114679465851e+00,9.675492480883225443e-01
-3.361193661831706203e-01,2.809172180384768014e-01
1.440866200495651006e-02,1.200360862614093665e-01
1.462719503018806988e-02,2.229213391595940674e+00
3.036713650733575687e+00,1.742616897293715494e+00
2.549751435568496372e-01,2.016364376521988522e+00
-2.282879695529059505e-01,1.247827877682123665e+00
-2.432808131883605895e-01,4.244450313146940768e-01
2.981375117180395384e-01,1.412948075955142269e+00
1.784170711456556646e-01,2.213533759667890344e+00
-7.537176195824698936e-03,9.301530458154617653e-01
-1.459825053411107909e-01,3.998132138123849932e-01
5.026582053895268798e-01,2.522171422304177568e+00
4.840597997502055216e-02,4.785973631692924668e-01
8.759798817819297589e-02,1.838138286753322470e+00
-1.630711473385755284e-01,4.262939971899007974e-01
-3.877512245937684843e-01,1.023877131141524455e+00
1.303171676635415110e-01,1.295172238120803510e+00
-2.408014564336730112e-01,3.910062352907336392e-01
3.864601994211636082e-02,5.994004796481994246e-01
-4.715480332874095182e-01,1.401034725669859426e+00
-2.716206291834545872e-01,6.009207435152461585e-01
-5.741796028162257093e-01,1.415795365474163514e+00
-8.888328182236511221e-01,2.460458935118368995e+00
-1.430059724776914232e+00,8.395302815617643466e-01
-1.952841038294866660e+00,8.442601804289562306e-01
-9.310894501407253054e-01,3.231165312250345867e-01
-1.844080528871320457e+00,9.647050200624569527e-01
1.040606362585362876e-01,3.225843087605723691e-01
-2.699978563457183789e-01,1.064490228275118522e+00
-1.626074399982934571e+00,1.001997032734623705e+00
3.601988499166546287e-01,6.001656853875058095e-01
1.306098541707931160e+00,2.712564872404090277e+00
-7.443822600267163692e-01,1.338945784472807432e+00
-4.269994059908392980e-01,4.683757451604824151e-01
-1.538233493893926274e-01,7.495379189511279794e-01
1.081948618796351269e+01,4.554732929595525448e+00
-7.139005875111016988e-03,4.119475896588192798e-01
1.004842448471004596e-01,9.831388100550656484e-01
1.085778115285735979e-01,2.256764103684440137e+00
-9.590383994950855140e-01,1.021609938796985029e+00
-4.881322936940677426e-01,1.296537198111201272e+00
-1.810044643541968146e-01,1.707681132444446526e+00
-2.972413803181864767e-01,2.055824572216066737e-01
-9.178114705946336382e-01,7.673648534243706631e-01
-5.955098303045446295e-01,8.637724001856288414e-01
6.674544355735938239e-02,5.563077946379476613e-01
-4.459328082557709877e-02,5.604307100351449966e-01
-6.380561815434045991e-01,5.024094236617051568e-01
-7.744820929341726667e-02,1.070341359755949240e+00
2.286920193149541536e+00,1.978976401863695278e+00
5.047110736462820380e-02,4.535724878981050034e-01
1.040338259638184243e-01,4.108376337671240108e-01
-2.268189809415267766e-01,6.793942320502959209e-01
-1.395286180416772659e+00,1.012344911695432614e+00
-7.153505752196038792e-01,1.073401498746442861e+00
2.530591112758271422e-01,1.322991741336439375e+00
-4.332107925996482867e-01,9.150727149336925770e-01
-2.482608629169589687e+00,4.676186891435149540e-01
1.532188687023579909e+00,2.135066592748546821e+00
3.708570980106627446e-01,1.528466065599401569e+00
1.304046379564828273e-01,1.840958604368760687e+00
-6.900752235031721860e-01,4.949135089909098562e-01
-1.650553666271207476e+00,7.090852808648170358e-01
6.455302439253217672e-01,1.435328585320977846e+00
4.025067226589315594e-01,2.253235713886437619e+00
-1.614473225436026949e-01,7.405005107161001243e-01
1.835455312487177082e+00,1.354789766896390857e+00
3.889775944729230717e-01,2.770465331932918218e+00
-1.728379793406321363e-01,8.299620142882243590e-01
6.232799140980000568e-02,1.108199249052854940e+00
2.005322209539606992e-01,1.737382289093678533e+00
-1.385106216976911275e-01,4.210419525715332623e-01
-5.285931205336594774e-01,2.809557745510326665e+00
4.876965929204262612e-02,2.208385367005555600e-01
-2.972021791054614281e-01,6.832382257658674574e-01
8.203705221535323444e-02,4.607098333969406045e-01
6.374546292346873477e-02,3.146111090959475831e-01
3.638322788066215008e-01,1.862027195879867092e+00
3.409513484635414149e-01,2.568405470558195347e+00
1.323947718518077021e-01,1.165424840276045870e+00
-2.778138311052989473e-01,7.741574504331268924e-01
1.251057732115575583e+00,5.025960551021007028e+00
-1.385573791817447109e-01,1.684802903962787868e+00
-1.099120409581385294e-01,9.332823226728015342e-01
-1.438659225751293125e-01,7.829792039134647608e-01
-2.688599277905908136e-01,1.243951318544683327e+00
2.110968968034482030e-01,4.594528232620278541e-01
-6.892498309787999100e-02,5.251641997444549403e-01
1.192516028022424374e-02,3.531294877473586946e-01
-1.529575402321427940e-03,1.757054248061051815e-01
9.669003630057388873e-04,1.849566685989399439e-01
3.047773347767193317e-02,3.308613886455810671e-01
-1.416593158521068339e-02,9.908088649976791451e-02
-1.981859095302341167e+00,2.072285978179719823e+00
6.505264159268767665e-01,2.282227863443345051e+00
6.992366159951957094e-02,2.644308257361829839e-01
-2.044220235458220070e-01,1.364777254750734858e+00
-9.309649422246619732e-01,1.070118734473380018e+00
5.099554292380356069e-01,7.141116363973042391e-01
-2.077861004143843893e-01,1.394626946932687295e+00
-2.923259122047533465e-01,3.505066250612854928e-01
2.225401068346856137e-01,2.244257047826235141e+00
-1.044488764550277754e-01,1.962072954171817374e+00
-7.793881537759723699e-01,1.458767125874299131e+00
-1.353151667366034872e+00,1.187704270148232544e+00
1.087259624429421680e-02,4.143810100051533718e-01
-5.916551145264506428e-02,4.002560456815518197e-02
-9.292001339191801046e-01,3.555120799599333914e+00
-3.361105054224818312e-01,1.133823749555941340e+00
2.354332957150975097e-02,3.322374779941632550e-01
1.422609452595124280e+00,1.192731928219884718e+00
-5.318255015870059221e-01,5.626101171080450936e-01
-3.295539728720441319e-01,1.079165114138146420e+00
-3.631928423782798676e-01,2.128844927760613071e-01
4.430788177143019611e-03,1.965240907463345066e-01
6.825263761336147761e-02,2.612520576251247117e-01
-2.963541317332067382e-01,5.104817668946372011e-01
-1.869786049265187433e-02,4.033309906744789175e-02
-1.426251158419552800e-01,7.075894337033384884e-01
1.059950586327492450e-01,3.255688231891211704e-01
8.218717004375943047e-02,1.370575045958610572e+00
-5.378499687653643946e-01,1.028166033522136313e+00
-8.960336020636812115e-01,7.172314884194647133e-01
-1.863046107665817352e+00,3.447426568889406240e-01
-4.447400719797904856e-01,1.649810078115198364e-01
9.414860869884769667e-02,3.068364526891283472e-01
1.181540347910637993e-02,5.509097066671380105e-01
-8.116480686565872293e-01,4.684241626077259579e-01
-1.228820479884208616e+00,1.083824692427904773e-01
-2.004627105236278517e+00,1.497521143984453351e+00
-8.689562859994476307e-02,1.094663112371622837e+00
2.497766017289729593e-02,4.959388902353000783e-01
-1.815464139287943368e-01,1.033986560983319647e+00
-2.128474054601586563e+00,1.466553191406404055e+00
-1.214417067164115169e-03,3.757213427199165845e-01
1.137237256209966754e-02,1.066413267082685357e-01
-4.425508306018532401e-01,3.400514764386399325e+00
-1.335131136719989043e-04,3.117180118218286500e-03
3.266497501595046205e-02,7.741962777206627955e-01
2.447905557835537704e-02,3.191556221084784761e-01
-2.262740300854547415e-01,1.149451073135081103e+00
-4.200039037132561812e-03,5.179338129692866860e-02
1.870597296581291979e-01,1.742563087684784184e+00
-2.677056880833340591e-01,4.051698304123560468e-01
-2.901803927735554511e-01,2.424330998384847113e+00
4.503191987444921107e-02,2.122072568845118634e-01
-2.536796974057160536e-01,5.607955751057909222e-01
-1.697549236727021738e-01,1.024695314976212135e+00
1.649785614733029150e-05,4.061755303724030527e-03
6.168017609416050206e-02,2.483549397418148841e-01
-1.779810330980537425e-01,8.113042282765653423e-01
4.667111663754414802e-02,5.867897249024529582e-01
-9.779370396261996556e-02,2.021539862668317311e-01
3.675678168834281001e-01,2.278244921623319375e+00
-1.807547342820876564e-03,2.655615293038621899e-02
3.904054147729790064e-02,5.419894757061832768e-01
4.117649204310522282e-01,2.337848023737019609e+00
-3.037967034562492064e-01,1.067379616202145165e+00
4.141268632332907984e+00,2.035010720446678079e+00
-3.963624274029642902e-01,4.613007888590511252e-01
-5.882694310185344611e-01,1.698829485731784272e+00
-9.894436940625693164e-03,1.995423111923987358e-01
2.536149786904143971e-03,7.590543749981645827e-02
-3.709769043527331826e-03,5.258787322160177191e-02
-1.069155496095601343e+00,1.669200395439907059e+00
-1.615077198132696956e-01,2.650018443899091025e+00
-1.186384963453695207e-01,9.083368518539868264e-01
-3.494140083128187135e-01,1.083458748165591290e+00
-1.383833657466192364e-02,9.392331323451201530e-02
-1.089883683340382367e-02,3.243445441399522289e-01
5.207189559681787427e-01,7.216085891729523416e-01
-7.330066387136877637e-01,1.882907378799596909e+00
-1.645871727734001533e-01,1.607446824715782707e+00
-9.374122103443172094e-02,2.553795569717013936e-01
2.260427862085399343e-03,1.318673884237663962e+00
1.715713148830470436e+00,2.469129295297250781e+00
7.881281866159681182e-02,1.562147854809105674e+00
-4.541251070579902516e-01,1.380765146360022344e-01
-1.266355528646981865e-01,7.219116841697025277e-01
4.099844510647176511e-03,1.867193801854407087e-01
-4.849656451672341995e-02,2.639921477976865938e-01
-2.031736122796700961e-01,3.036412645613814631e-01
2.574094087283901877e-01,2.329378705250001236e+00
-1.819104915995567173e-01,9.481599350489783307e-01
1.682509655669855997e-01,4.101840630338843274e-01
-6.621043008792827644e-02,2.039637026642098505e-01
4.380068202789626219e-02,2.092861247858927298e-01
-4.695826183177627122e-01,8.297794080688257745e-01
-5.260165791136727220e-01,6.705507718985098675e-02
1.361039186212790499e-03,3.689226458504262646e-02
9.326460991220116015e-02,2.036845165462364271e+00
-5.271787718178753135e-01,1.999344137096235485e+00
-8.789238488831655483e-01,2.412653708312013645e+00
-5.236299303852683940e-01,1.251953727369002900e+00
-8.618535728424443487e-01,3.049215903120482962e-01
-1.545986250739760370e-01,4.351310395716170287e-01
2.368783675498065955e-01,1.862244279195494734e+00
1.574338366561089109e-01,9.163665189632265173e-01
-4.214225061199216582e-01,9.686132069540711598e-01
-1.958383914904699319e+00,5.552742278729845271e-01
-5.184397909013422900e-01,1.679223577725167393e-01
1.012972347926816896e+00,1.670840192065614405e+00
1.313340601914809447e-01,2.224119334886831112e+00
-3.678286179802396361e-01,1.427479656741417413e+00
-8.099331611881434023e-01,1.091524982335814853e+00
-1.969665494668750405e+00,4.937466416596808516e-01
2.338897422887377675e-01,8.446447187431407322e-01
4.163559540968560235e-02,8.107330503216190198e-01
2.112404934428366576e-01,1.424473082554650771e+00
-4.787283261422089486e-01,4.640939396207456880e-01
-4.121011755066915083e-01,6.118728078747655008e-01
-1.588503511406344826e+00,9.514820392200200594e-01
5.395114216013203734e-01,9.715565329747566370e-01
2.884821363997142063e-01,3.301763475644859724e+00
-1.227436210711235348e-01,1.049580203035827886e+00
-1.828994586502482667e-03,6.913992981577618546e-03
4.006731996367299153e+00,2.774421955752876201e+00
-1.441266157247595575e-02,4.348166829799431365e-01
1.119869746176225533e-01,1.599071572058820223e+00
-1.705130213929074157e-01,1.326830360628923344e+00
-4.999475780990612073e-01,2.812795277241748160e+00
-5.717530604996422516e-01,5.417992450850942276e+00
2.802812448093730535e-02,1.674160221751111455e-01
-5.768497060578208213e-01,1.901588883220381332e+00
-8.664937073740908158e-02,8.094766007552025577e-01
-1.648767604358485073e-02,1.104426300592446619e+00
-1.267146881690121851e-02,1.360994011113726143e-01
5.534510793160823255e-02,2.352554099943468535e-01
-2.571373569093761136e-01,2.524078467598322995e-01
-1.066700949097576512e+00,2.013761814772111247e+00
3.713277602888609419e+00,3.229851355296678328e+00
-2.171199171237341297e-01,1.011279829569152966e+00
3.411316866293855889e-05,5.840647966017003395e-03
2.840791814127652803e-01,1.992687645224891169e+00
-6.207882283064644069e-01,2.422616869560237363e-01
-7.904993144785605885e-01,1.563252023786036338e+00
-3.897297306251314153e-02,1.326858319673407671e-01
4.220114436690852733e-01,2.624508390355338783e+00
-1.693927566563696585e-01,1.007360019383652716e+00
1.208569871756683400e-01,3.476449153600097430e-01
1.694031107758797727e-01,5.613898278535268682e-01
-1.237496640364316586e-01,4.863866966448038842e-01
-6.280568575341216120e-04,2.865334233260833363e-01
-5.038445835142604280e-03,1.462846953587950694e-01
8.343363421887776132e-01,2.221259151483635730e+00
3.977868418209444812e-01,2.239997649372905020e+00
-6.219838880525634106e-02,1.335603547748360320e+00
-2.584689224124312248e-02,2.540588199377694645e-01
-1.302274402831479511e-03,4.572885868907737572e-02
5.187693495489524576e-03,3.079673242332987559e-01
-1.317018030617222828e-02,1.233547536386541826e-01
-4.670869403229727795e-02,1.142737669180784732e-01
-5.245976160741697703e-01,1.711438421267430510e+00
-2.131100393212212729e-01,8.228075428226355736e-01
-6.325643278045621765e-01,3.422837888354585134e-01
-4.936170385407047112e-01,7.093057518678994589e-01
1.099425824191411039e+01,3.315759074769171200e+00
2.934003156217028785e-01,5.416643939024448073e-01
-3.982402082048001613e-01,7.354745060307814608e-01
1.306326412749374999e+00,1.173945713851201722e+00
-6.060323820027508912e-01,5.498191512667236491e-01
-5.232238115566357761e-01,7.521440624261995778e-01
-1.312565743582784772e-01,8.739377475745970791e-01
4.083974950425093842e-01,1.818466865931579024e+00
9.270445391942680469e-02,3.044740611602683167e-01
-4.550313133162612877e-01,8.979029641308566845e-01
-2.709260358502911803e-01,1.220717136808030290e+00
-7.741661035075665664e-02,7.967892097134034179e-02
-2.345055874940056573e-01,5.151661290011742000e-01
7.972168401941794047e-02,1.520143960666944238e+00
-3.088505253312968102e-01,9.322764458902969009e-01
-3.080443624111203760e-01,8.169171907810061084e-01
-6.823095000905636531e-02,5.445585485228129352e-01
6.460638811473732313e-01,2.186664852122072844e+00
-2.488018640269875140e-02,2.859266112447005348e-01
-1.380547619512031143e-01,8.222167564682572038e-01
2.344887584469431685e-01,1.764928534675737515e+00
4.962149911661616758e-02,2.227588362256729126e-01
-6.571047357168835479e-01,4.184735326682967882e-01
-4.345842683903786141e-01,1.093884926768536658e+00
-4.350879219579065205e-01,4.152382292775236294e+00
8.979902927804847557e-02,2.996648616005027632e-01
1.238430497227466648e-01,1.635837593128663281e+00
-5.142711082678216306e-01,2.670719181866330949e+00
-5.973646566951515968e-01,1.026751517450604778e+00
1.931285698229421977e+00,2.526270920895919314e+00
7.474261602770179956e-06,2.733909582040009584e-03
-5.044990474402960556e-02,3.334081395569557404e+00
-4.906993178576209425e-01,2.489968456028083477e+00
-9.640440863924850667e-01,2.695521714466849517e+00
6.503224039899554443e-01,1.374120590853681545e+00
1.053990996343083172e-02,1.026640636417185254e-01
-3.031712324170492742e-03,7.357329317860587803e-03
-6.047776426698082686e-01,1.641549639887052603e+00
-1.215380546373257875e+00,3.762517611136046991e-01
-2.361872152823441234e-04,8.984224803038770579e-02
-1.681417492686748394e-01,2.627511809567088519e-01
-3.042704431211329733e-02,8.324508554552840778e-01
-2.137778253084920976e-01,1.710204266009424934e-01
6.567006202514436008e-02,1.127117093643312584e+00
-1.206644477633659895e-01,4.944748662511635473e-01
8.315875478908160701e-02,4.584848231567074883e+00
6.191006059091159308e+00,5.491386003455202669e+00
2.446951746863339139e+01,6.153112628327852107e+00
9.045968787400442412e-01,3.088460757873521700e+00
-1.125174091274761534e-01,2.861679632661894512e+00
-2.309111517957240789e-01,1.843988867490867101e+00
1.870596714678253794e-02,4.841119283677595697e-01
2.705685716342116215e-02,1.644896871035420316e-01
-3.097299104297168704e-01,1.395578803375958632e+00
-1.434674105107139330e-01,1.280872772651474367e+00
-3.240398512833180811e-01,7.577822320532180411e-01
1.143563663043883488e-01,9.633276183017990268e-01
1.721914926200153164e-06,1.312217560544040726e-03
7.289864792870782984e-02,6.768274016943423010e-01
-4.738789116482055586e-01,5.391649708047672185e-01
-3.860116132038280967e-01,5.464718528483639703e-01
-7.634326467018347218e-02,2.168049514086352325e-01
-1.068029799083705517e-01,8.165033697893206988e-01
-2.672906456853067492e-01,1.155278600257020782e+00
6.854361500491985559e-01,3.144647947512846820e+00
2.306306007322171947e+00,6.753831509255801002e+00
1.165316485363876581e-01,8.714927540596382194e-01
-4.401943427101464579e-01,1.537694412320178561e+00
-2.486249052884847380e-03,1.479690809720901612e-01
1.575308614293435161e+00,3.292115670486301049e+00
-3.389903466156228840e-01,1.295053887181840668e+00
-5.075731822687481465e-01,1.307625445727614411e+00
-6.671880716308141446e-02,2.838736272625491663e-01
1.050669998431796176e-03,5.723009330875983985e-02
8.785098242148302577e-04,6.445244752955761602e-02
4.063343433541987543e-03,1.196965802101071785e-01
-8.700740699808608980e-01,1.149173420267005863e+00
1.542455822834342127e+00,1.241956449652862116e+00
-7.131866708228821183e-01,1.637786833537380637e+00
-2.323886058265614840e-01,1.527477347375268968e+00
2.909181101074929998e+00,1.705632170508908363e+00
-1.604578218912968146e-01,2.193287173858884387e-01
4.973550509795645169e+00,2.230145849444749917e+00
-8.346318957015665951e-01,7.224995443113318982e-01
-1.541831383251066834e+00,5.707515917644722103e-01
-7.204634969648445741e-01,3.308296718674045289e-01
-3.964341182808065467e-01,7.884052640197007911e-01
-3.958292735981611687e-01,6.858843197813750958e-01
2.286661549787621928e-02,4.026806906855170953e-01
7.445682438925768087e-01,2.701998272901630749e+00
-4.783480673010930828e-01,6.109276652970131449e-01
8.248928741749733673e-02,7.950903675645308866e-01
-3.037063227125110232e-01,1.177780356738647560e+00
2.412281020294161638e-02,5.122671093302355594e-01
2.571674817638218147e-01,7.198698619219182637e-01
-1.960438169882711412e-01,7.395394005165119022e-01
-1.578082331631371418e-02,1.067925426390418098e+00
1.172300974712280758e-01,1.296258271415859920e+00
5.706553644751307885e+00,3.083731902362742083e+00
2.837952636712630650e+00,1.684622401819657167e+00
-2.812740360301264619e-01,8.706655286921356485e-01
-2.138704131576445178e-01,1.261735760630021463e+00
-1.869138751965660969e-02,3.763778641677792969e-01
1.244245600927283181e-02,1.115457574687304387e-01
1.964555780529915702e-04,1.588316628146829376e-02
-5.256481049909912384e-01,2.895165869281117743e+00
-4.093831097915678896e-01,2.141900626843954658e+00
-4.310692750473909540e-01,1.095960355903289551e+00
8.540223793995373180e-02,1.647545472580888459e+00
-1.834653665645298304e-01,6.720763143302460607e-01
-9.445387018604660678e-01,3.448509392326938539e+00
-1.101801691038356984e-01,2.453392598291258775e+00
2.502497816382942553e-01,2.033524952176426481e+00
