K_new_from_k1k2,H_mean
2.384977436152405372e-01,1.601382987177480954e+00
2.698531488932096392e-02,1.642720758051135210e-01
-2.062040775720101228e-03,2.878209971030124426e-03
1.878991516282792901e-02,4.210305980119317670e-01
-2.824248752576105290e-02,3.980499241094681007e-01
1.556014061963810133e-02,1.247402926869986967e-01
-2.043162635335838695e-01,1.494610422712323361e+00
-1.307019877288380927e-01,6.677964830447471467e-01
2.710398911387250972e-03,1.798153970348593256e-01
2.639237262481647014e-02,1.137513523627416090e+00
-2.774396825325285351e-02,1.991428546411138312e+00
-1.715786741894549938e-01,1.116597751240588465e+00
-6.472438979212108380e-04,7.964341478777298838e-03
7.793645365220831962e-03,7.225719881367852482e-01
1.069926382407811009e-02,1.034372458260471583e-01
-1.219448675059566362e-01,9.979350236524193729e-01
-1.688119745905512226e-01,9.124739732713608165e-01
-2.691066172284577651e-04,4.571635889846084599e-02
3.090177597540516574e-03,5.558936586740773761e-02
1.287135512302582316e-02,1.134519947952693508e-01
-4.682840440110259961e-02,1.353146688004495390e-01
-1.575635357914498824e-01,2.940907294901575764e-01
-6.304637329948592495e-02,3.603319261048659183e-01
-1.478963118246699347e-05,1.018679254850349443e-02
3.457514466517178087e-02,1.366956975855309953e+00
-8.769229687172870819e-04,2.451225451041884329e-01
-1.680124270696711497e-01,2.460669672433497102e+00
-9.573706839274006110e-06,3.386262837709749091e-02
-3.887618456110179810e-02,1.330309601087269256e+00
-1.261886245097171115e-02,1.105370511834988356e+00
7.704495671298045023e-02,1.331439910278159111e+00
1.535717685944318067e-01,3.918823402431293457e-01
-3.771705447613234435e-03,2.357440587347555683e-01
1.263148006591265120e-08,1.123898574868419868e-04
-9.566521066294787941e-04,6.836965034582415113e-02
-5.011322775880721475e-02,1.075747110513720850e+00
4.403439713639130740e-03,1.168861576316519296e-01
-1.918995961317973564e-02,2.341084149669611758e+00
-2.614686112213654989e-01,1.927656395483863250e+00
-1.057404236603605267e-02,3.092108844882631158e-01
9.959931298810172084e-02,1.239849679809714944e+00
1.099043718422675932e-02,5.296873432091314671e-01
-1.241218292606046259e-03,4.700120094356156908e-02
2.744835305760697994e-02,2.663102971041272582e+00
-3.171835153448764998e-03,3.826938234228890456e-01
1.412367441998619612e-02,2.164640490595114708e-01
-5.328577436302796982e-03,1.025465458820375986e+00
-3.081731142105464212e-04,1.009998517334109863e-01
-4.151188207185068507e-02,5.243841843267470493e-01
-1.348038024522357492e-01,1.067437698245824240e+00
-1.598543749803482406e-01,1.395978787201798799e+00
-1.892634280365450283e-01,1.497660776096535473e+00
-3.052078844848497841e-02,1.115768960225434814e+00
1.322314806155355793e-02,5.313229716212692910e-01
-1.120373042082081078e-01,7.492544600327891713e-01
3.293709074526431925e-04,9.285375981486780617e-02
1.146804162851169928e-02,7.104933282600034428e-01
7.943127766310344173e-02,1.389656941156301562e+00
-1.214814813435556307e-01,1.020059934164027959e+00
9.765897434669589330e-04,8.191424400957413032e-02
2.454629030321567665e-02,3.230873376722736556e-01
-9.936833880997524016e-03,1.719072362117140429e+00
8.166056205628510409e-03,2.062222616053796642e+00
-1.956512316021427958e-02,3.231067836018908235e-01
-4.742883585355659598e-02,4.301464233384689750e-01
-1.542507279247966046e-01,1.252246006459830641e+00
1.708920335935812385e-01,1.889131870377170896e+00
4.732001668048478604e-02,6.572910486037228939e-01
3.307535403121849802e-06,1.818663081255527574e-03
-8.708532583023636045e-03,3.513861516176839950e-01
3.658087104334704909e-02,8.219078239506553141e-01
8.566845664003397420e-03,1.226211913722189406e-01
-1.290500242968599387e-01,6.624109889906193427e-01
2.151565093494642311e-01,1.458624214095657790e+00
-1.625888249706894662e-01,8.107541911970006510e-01
-3.831474290764001062e-02,8.820248575986948669e-01
-5.174764558794294089e+00,1.633076273276317769e+00
-3.351330119262216356e-02,5.308714427072822595e-01
8.913249176569550958e-01,3.177544013525611888e+00
-5.227142367472403794e-01,1.145871549987501181e+00
-1.052967263444780421e+00,8.048046326870288425e-01
-3.606735450194884507e-01,6.257996881785857779e-01
1.408821461596953747e-02,6.251279957124573627e-01
-7.875752165932978915e-03,4.634887443342828456e-02
-2.692536085475143864e-02,7.672032415387869397e-02
-2.357044985468454423e-01,5.984808849111249440e-01
-9.296369344689513481e-01,4.716676322213965711e-01
-1.800504322470038512e-02,1.988274643019448951e-01
6.838592405748409589e-04,4.985180436586875846e-02
-5.862861577747404684e-01,2.665408511549926196e+00
1.162459757558034745e+01,1.185836557390915047e+01
-5.335243154130669962e-01,1.228927464834180361e+00
-3.540935741775758094e-01,1.201656709311178961e+00
3.641672539674199304e-03,1.256223089206628396e-01
-1.759940318664787173e-01,2.446227892878653221e-01
-2.849082908749704570e-03,2.206315048658222342e-03
-1.464612313428479196e+00,8.594864090412874802e-01
-7.879401091842601623e-01,1.869103381579851897e+00
-4.006196696984523631e-02,1.054211637070684882e+00
7.689653109625284033e-01,1.625532168814129319e+00
3.289116503130607577e-02,7.816403113420484772e-01
1.624371128452213098e+00,1.381804147840846930e+00
3.091983091546517820e-02,1.758403563334230146e-01
-4.846398762680588779e-01,1.158512687435401478e+00
-5.074269517144240904e-01,5.131515860907182036e-01
9.141649275458501034e-01,9.561197244832103648e-01
-1.534708692335533808e-01,4.281170544380407672e-01
-4.622366001659622414e-01,9.968896265061056861e-01
3.638416416277287513e-02,1.907463345985261072e-01
-2.410232469346193507e-01,1.297640403236174356e-01
2.302886898269976713e-03,1.550592252086503975e-01
-4.365467951729051083e-02,5.686892610373054380e-01
-1.138154539949753040e-03,2.542933529160829043e-02
-3.156092100203997108e-01,4.147555838498914738e-01
-5.114975557769068093e-01,9.706294695271779904e-01
-3.284110695967702997e-01,2.197289451418067696e-01
-2.249149009570543811e-01,1.131929158972024396e+00
3.295940547500905010e-02,6.339189993893099562e-01
2.723798112500190605e-02,1.650393320545193721e-01
-1.367047475139024360e-01,5.448540513083574011e-01
-4.471443524161646810e-01,1.216709038907761720e+00
5.804696979493723097e-01,3.098789345695245778e+00
-2.946980882338648966e-01,1.047814536000469143e+00
1.874205029398401737e-02,1.369016080766914112e-01
-2.032582599661316991e-01,3.520598462003335372e-01
-2.111007183267704646e-01,1.311106339893056472e+00
-2.082757775534485323e-01,9.342845047051701046e-01
1.977859147974557821e-02,9.585850075041887353e-01
1.872291329901078563e-02,1.368316969821349038e-01
-1.498381922439144254e-01,9.328094768805343939e-01
-2.018423531230310319e-01,5.433432402303923769e-01
4.759120371593033583e-01,2.819353084491923678e+00
4.805835250414292048e-02,1.127294298069666967e+00
-2.307711395298047141e-01,1.904338491040856285e+00
-1.950707086802132839e-01,1.225512458157626217e+00
-1.179015996254879073e-01,1.172914751027763547e+00
-2.314604842711542876e-02,4.534977787583335807e-01
1.246781431492409616e-02,1.116593673406942461e-01
-4.206979047096820468e-01,1.470128942779500791e+00
-1.985067965461118356e-01,3.402235757879463196e-01
4.912825603539689584e-04,5.251518760881073583e-02
6.367822832715179125e-04,5.351468633104309452e-02
9.555404841477394690e-03,9.775175109161673981e-02
-1.864571614516811471e-01,2.607696038662053462e-01
9.197119335329159316e-04,5.677956314401518684e-02
-1.394460817236853889e-01,6.010832053806139941e-01
3.846135559561020267e-02,4.053912590279658446e+00
-4.223708357255269163e-01,4.800378806567105805e+00
3.147482918627622379e-03,5.610243237710484804e-02
8.087932204407637105e-02,2.487648702340733209e+00
-1.762626662282955683e-02,1.329582212878914982e+00
-7.331041290423789825e-02,5.938012122912367907e+00
-3.839640248408365264e-01,7.017090707692523743e+00
3.715521324596939012e-03,1.861679799414016900e-01
7.342680945442371654e-02,4.220010943399554293e+00
2.019455628105030955e-03,2.083851233200163744e+00
-4.998886536351763998e-02,3.999514756147161343e+00
-1.630039938711465297e-02,3.284274015393916502e-01
2.468880166492942729e-02,5.784052955081092628e-01
1.425692982820392666e-03,3.775834984239105629e-02
-7.357263603506567495e-01,7.571800268147027557e-01
1.314136297776091582e-03,3.625101788606895775e-02
-2.095926316589676042e-02,1.501845616329936517e-01
-2.147891422202075767e-02,1.253044379039115697e+00
1.261502439878159076e-01,2.079906076382943780e+00
6.608873685616281114e-03,9.930728203428074163e-02
5.379397559418230010e-04,8.885892386641565388e-02
-1.315593130369445429e-04,4.333762915570008381e-03
-4.860758203203307225e-03,4.858279100701625580e-02
1.789697662031407809e-03,4.230481842569954604e-02
-1.338949333960565667e-02,1.314048306000767274e+00
-5.625790455654916013e-03,2.155832955166159803e-01
-9.133361399305772732e-02,8.682227335612415775e-01
-1.264697078661969690e-03,1.274213460037980084e-01
-1.727754943167729151e-01,2.014977144114203256e+00
1.355430090525149844e-01,1.412490353183465386e+00
-5.511549153451722471e-02,1.108772106358764553e+00
1.151292079030173405e-03,1.063785171828618703e-01
7.931847070328584826e-02,1.682498824301558393e+00
-4.802238084786616956e-01,2.419615158123066045e+00
-1.360440072933391618e-03,1.505140904731356866e-01
1.488236130146771141e-01,1.374816151788752938e+00
-1.187103374318344423e-01,2.217326689589746436e-01
-9.651114669239011512e-01,7.354920031553248139e-01
-1.751516954571965823e-01,6.847596621296941910e-01
5.087622533012890746e-02,3.481414970983546908e+00
1.105965807664468503e-01,1.189552205544885055e+00
3.913014174610028942e-03,7.203385460303236565e-01
-8.842019920009096257e-04,7.625723711085622726e-04
8.538081281449463877e-03,5.259800171621431542e-01
-8.075583326112960314e-02,2.448317642120998450e-01
-6.121609108819787244e-04,2.180256655016723361e-03
-2.601778387062176137e-02,1.193804484391928628e-01
-1.214564607658433736e-02,2.536171866860355562e-01
1.503016487300934123e-01,1.584276477726219490e+00
-8.480476388136333477e-02,1.362224505167455024e-01
2.928200324356752815e-01,6.550490063592087076e-01
7.348787933980718834e-02,5.405279204663958614e-01
-1.559299841460264416e-02,1.598072428035353654e-01
-9.350031420899252918e-03,1.363754913981372607e-01
6.141716165688043683e-02,2.478248608531445074e-01
1.982089667372501918e+00,2.528724202914641950e+00
8.218900722044986118e-02,7.836556221057758842e-01
2.331214936722241643e-02,3.336368827123824543e-01
-7.311330137177871058e-02,3.940906357026447426e-01
-1.442538445140290893e-01,3.052421244241275144e-01
2.485967503045260762e-01,1.172744885672834636e+00
-4.084176158528148859e-01,8.100789294176751199e-01
-2.538789375012333149e+00,2.564165728660406707e+00
5.765585723992495693e-01,9.019915724333558149e-01
1.483251236589497009e-03,1.595881388359018105e-01
-1.271108291787894196e+00,2.656878906031945764e+00
1.258866300030078156e+00,3.357128011622126706e+00
3.964123743182340620e-01,6.296128765505308866e-01
-1.881279748395950691e+00,1.822247485076301077e+00
1.070875671218162628e+00,1.518165851891653428e+00
-1.308306827884275422e-02,1.827169697853990027e-01
-1.502786977765626086e-01,1.110695026451418377e+00
-5.048385795948830135e-02,2.815421271759421251e-01
-2.147520802905533988e-01,1.537510431922358700e+00
-2.011510458465086415e-01,4.199664729247829520e-01
-1.617496847454331199e+00,1.310248184464423815e+00
1.572579830295593034e-02,7.518922115401881490e-01
-4.577009498435938295e-03,3.019165106116757369e-01
8.860714568025817028e-01,1.852063610940781757e+00
-1.895776335043259098e-01,1.938342794306332273e+00
-5.889105224351302015e-01,1.058382113980110617e+00
1.916185482707952886e-02,2.948294837105583377e-01
-5.835344783803747326e+00,1.396761810476598420e+00
2.639679876261765909e-02,4.515523136934255777e-01
9.313174408910540603e-02,1.792100053759688283e+00
-6.427653465742587668e-01,5.206398344577930493e-01
2.111959569450500840e-01,1.364494116341913088e+00
6.595018177508771284e-01,8.120971726036713134e-01
-2.283276486648166265e-02,1.205349162164281729e-01
-7.233031468310108583e-03,2.280207020011427721e-01
-7.249922123248241090e-02,7.268681116557569322e-01
-1.811773631414737018e-01,6.991481366986911361e-01
9.299216267502163902e+00,4.039403976167832866e+00
-1.654578074776757723e-01,1.006910290564295707e+00
-5.490263368862401128e-03,7.636240491162664401e-02
2.414175316144575971e-03,8.221576064998395439e-02
-2.485803820734672764e-01,2.311662602034804115e-01
-5.870797271441701159e-01,1.460988094708516316e+00
-6.621160860490363231e-02,3.380394859577029454e-01
1.523446321103653744e+00,2.370008704768042929e+00
3.504096614027908674e-02,1.871923239352487056e-01
-1.789240518888665088e-01,6.382928145841626488e-02
2.159531807601280384e+00,1.469534554748979094e+00
-2.296275169495686774e-01,2.019141855944124764e+00
-8.868176076856260082e-01,5.203389708487647924e-01
-1.659659641252223539e+00,1.531442136512767505e+00
-1.755008318758978503e-01,5.085723592915775138e-01
-1.978167076997620066e-01,3.576829267597287920e+00
2.671687781801731276e+00,1.651609074687757417e+00
7.604264215811974703e-02,2.757583038788129493e-01
1.622921348120188664e-02,1.273939303153878155e-01
-2.914655827417153011e-01,8.998381881983600339e-01
-1.202108172096805344e-01,7.597293779308877948e-01
-9.020930772773028128e-02,4.349632579480560146e-01
-4.402777538011835856e-02,3.538337937667304089e-01
2.013987953387828128e-02,1.419150433670732514e-01
-4.586590934758528332e-02,3.254837535884313127e+00
-1.713005449644440237e-01,1.040636997165526267e+00
1.303997502567245778e-05,7.249729463914813578e-03
1.055147279013964740e-02,1.027203621008982160e-01
-3.591700581791356095e-01,1.032595986196947813e+00
-1.960426200070672087e-01,9.183261977792954722e-01
-1.756843931689293925e-01,9.501928192923665417e-01
5.646034247324436888e-05,2.438030309891853556e-02
5.843494532381726669e-03,3.608900657071650864e-01
8.384990397331738843e-03,9.156959319190917379e-02
-3.224446929281364893e-01,9.426890240917972230e-01
-2.968610908593536865e-02,2.061349438969167558e+00
-1.736833784566017003e-01,1.039005883054937796e+00
-2.735969002429142094e+00,1.125236699530684614e+00
2.431999916639927470e-02,1.163580746931894838e+00
-1.139147023033543343e-01,1.277621950374818516e+00
-9.272323883791627752e-02,5.659895439237769277e-02
1.089976532127647597e-03,1.294607553651863918e-01
-1.263467723100322130e-03,1.257583719853816277e-02
-1.230273135516450449e-02,4.617693395202369239e-02
1.173871826160361870e-01,2.134455131995365296e+00
-5.996453337310225784e-02,9.914534813495115007e-01
-1.940709235642112908e-04,1.010017501354110994e-03
-5.186983437965568371e-03,1.511177550177086881e-01
-7.097622377695081419e-03,1.068104827565281301e-01
-3.375368968408597355e-03,4.120042142126210255e-02
6.272370413491357675e-03,1.085626726593957453e-01
-8.396013782423779326e-03,3.281289202057715432e-02
-1.002199432478615478e-03,2.890617151057853218e-02
1.063871676661892621e-03,1.437114272558258632e-01
2.616788011001083825e-03,1.099356845765642854e+00
4.292857757427915710e-04,4.676738129278394662e-02
6.302642779475495227e-02,1.272142374598853598e+00
-1.145425791535356203e-01,1.137451091317825069e+00
8.184390307334280792e-04,1.112184351619405209e-01
-1.698405531357956508e-05,2.259228673232965487e-02
-6.436704797934362371e-03,1.327838193999471006e-01
-1.409831449591870088e-02,1.056700711003885962e+00
-7.397953137216056740e-03,1.056072460598188378e+00
7.192841172010626394e-02,1.508186963921221313e+00
-3.915973081935726907e-01,4.723171088153709785e-01
-2.268980546867948450e-02,2.667877916112238346e+00
-1.380834434373441957e-02,8.657474516886945470e-02
2.675000789219246847e-02,1.956163848698068419e-01
-4.062730741465464513e-04,1.879015509226007047e-02
9.277734141242154411e-03,8.597951626206338238e-01
1.491300885681916821e-01,1.459574055034136064e+00
-3.305688815862648650e-02,1.401984342540984751e-01
-5.421833225048317689e-05,3.953730608528161806e-03
2.417714259916718851e-03,2.861756713357723192e-01
8.581345881229397732e-02,1.340496532347277059e+00
-9.429510091889960199e-02,1.939223348539017566e-01
-3.740723472264058103e-01,3.424086633344146868e+00
-3.209342539090248025e-01,1.411561624951116034e+00
-1.863660837288994758e-04,1.288196391716591067e-02
5.770479937998427428e-02,1.339964557278929158e+00
-2.436200271115256891e-03,4.095182487696860489e-03
-2.993146526018867770e-01,6.620203335382993659e-01
-6.696322612425251175e-02,1.313714179350962574e+00
-1.715213754245439037e-01,1.436299548034662310e+00
-2.284913968313546373e-01,1.946078031332469094e-01
-5.264687175515930101e-02,2.271862469262781126e+00
4.894781049694183622e-03,3.690165540182055448e-01
5.011523575166617839e+00,3.405753241257758912e+00
4.122011229393416909e-01,1.735470843921171680e+00
-1.350270341051898991e-02,1.598908581882846625e-01
1.556883388277688907e-01,1.285672010749013383e+00
-1.070243387303730365e-01,3.818007827152778977e-01
-7.259590190429173751e-01,4.278906111116130284e-01
-5.977990761581220003e-01,9.526169353378718396e-01
-6.895051036166260916e-02,2.361579351663467552e-01
-2.942979478447359590e-02,1.703904365782285546e-01
-6.164361350472540718e-02,2.386882883752871054e-01
-1.211051856894852730e+00,1.822687896767906768e+00
-2.173885291039715784e-01,1.632070223269318221e-01
-3.967128491568300830e-01,2.564495755613983796e+00
4.219801113569129382e-03,2.190353037542355219e-01
-2.079082590280269434e-03,5.455181275530365109e-02
-5.483194535864728270e-01,9.801887985242707657e-01
-2.135631968132373770e-01,4.559361272364252926e-01
-9.745272638489399508e-02,1.514827334781774448e+00
-4.093549308384451635e+00,2.077504337171965254e+00
-1.609493608839691614e+00,5.634136757534710105e-01
3.188945161385316196e-02,1.785761787413236157e-01
-1.297036283934357159e-01,9.480200631618334040e-01
-1.322556941529765995e+00,7.958195746243502677e-01
3.049505613562621509e+00,2.836617719261904647e+00
4.956843508517282948e-01,7.040485429654181893e-01
-5.097209898738742639e-01,1.262655342987595519e+00
-6.046864324905030716e-03,9.528816191151819048e-02
-1.659652092124576095e-01,1.312714305516159641e+00
-4.952573122247047599e-01,9.793069258196380744e-01
2.155991226753225742e+00,1.714033608651077900e+00
-8.253717356703316188e-01,1.403409337312052418e+00
-1.420421346446443800e-01,3.707429128217292202e-01
3.623037919197688583e-02,1.903427939060916563e-01
-8.601378766224050398e-01,1.986035156493310749e+00
7.973367755614652053e-02,3.968758470155892559e-01
7.776668628321633525e-01,8.818542185827333846e-01
6.218710391237680657e-02,3.790045704514692915e+00
-1.464920801953613294e+00,2.138785008110961172e+00
4.233366651767962729e-02,2.057514678384570472e-01
2.921553689764608969e-02,1.709255302687286981e-01
-1.685501562495018701e-01,7.333159876870397609e-01
-4.500953321581310784e-01,1.899396952181066522e+00
-2.439355679820889744e+00,1.383877406952016331e+00
-5.493534977710352596e-01,8.039672952619574264e-01
-6.943953008329072085e-02,6.370220950127507553e-01
1.030877484766588501e-04,7.023499065802164820e-02
-8.816315990038058326e-01,1.788978355804943021e+00
-4.265905366013133526e-01,1.151296255993365714e+00
2.835816029079417655e-01,1.119832408796137768e+00
1.008610409165736910e-01,1.876628965924814763e+00
2.806437150613371248e-02,1.675242415477047053e-01
-8.083771034524868393e-02,2.942748200707033246e-01
8.649733371404566551e-01,9.300394277343604355e-01
-2.851163145587883030e-02,1.042909021829970362e+00
-8.585773722922310225e-03,8.976871545780004680e-02
-2.797778633854097752e-01,2.001135983592140732e+00
-7.743917723432978129e-01,1.061435202494884322e+00
1.996963747458017913e-02,1.413139677264076410e-01
-2.031400844263917260e-01,1.138408514781020342e+00
-2.016929924314303686e-03,7.282023719447041537e-04
-1.538323754094617080e-01,2.634410722437975916e-01
8.038312040449160367e-01,1.095115605764263256e+00
1.023604949644179862e-01,7.568508430349051297e-01
2.567177139621132018e-02,1.602241286330224335e-01
-1.924589563661033009e-01,1.513517528318880201e+00
-2.398957438687276678e-01,7.342862477402982702e-01
1.370228135129264224e+00,2.119954490564987193e+00
-3.216443477400232013e-03,4.858754641577386901e-01
1.380797045066759453e-02,1.175073208386081536e-01
-3.096847242654640620e-01,1.393631859624745228e+00
-1.006707612920677451e-03,3.989102966663375660e-03
-3.332187126449691664e-04,4.444730126159288780e-02
1.663380589705069912e-01,1.991538226071266182e+00
9.842314437790676551e-03,9.920843934762141325e-02
-1.761023145906825127e-01,5.077644315651508311e-01
-1.909139427465615380e-01,5.925276306513285185e-01
-1.708987834102243764e-05,4.375493323235927871e-03
3.390142382462687457e-04,4.055139589469469730e-02
2.285154621223757856e-02,1.511672789073005008e-01
-2.885275657706541375e-01,9.133422018128819486e-01
-1.279619355170896755e-01,1.066457714300524717e+00
-2.202160735074417952e-01,3.152962012884028109e+00
1.398419002619076155e-04,4.421463546600226668e-02
1.216048079145358729e-01,1.963029670519843561e+00
6.001335057276569601e-02,2.106142241234373547e+00
-6.344362803649930549e-02,2.118738717059829746e+00
-1.204509080193589682e-01,3.746082873447229122e+00
-3.384984828815941205e-01,1.512586734394447907e+00
-1.472986658948842074e-04,1.205115710466174786e-02
3.768406437712010781e-01,1.231099558616983503e+00
2.737105590097207650e-02,2.169529713181493236e+00
-4.724442357226518729e-02,1.916027161853611549e+00
6.548337276845375143e+00,3.738120820133095101e+00
6.935830573441421551e-03,2.554667445496244804e-01
-1.224831292399925116e-02,7.924305694138276124e-01
-6.913879185259435775e-04,9.076591230526243059e-02
7.933441824467493686e-03,1.055931409354410322e+00
-2.043592108253149825e-03,4.504711937546306277e-01
-3.303582204997528027e-02,4.509697683814817282e-01
-1.330860921972734819e-03,4.173949459139579543e-02
-8.369599115297740241e-03,6.596223754432294084e-02
-3.059923106879286221e-03,6.758247357291798096e-02
2.671280530704030903e-03,5.168443218904538589e-02
1.049839905092321080e-03,7.300180056764479786e-02
-3.458646648208769762e-03,6.033748778407165697e-02
-1.556902666243400145e-02,9.500275815485343944e-01
2.459638945270201799e-02,2.574978393958992307e+00
9.647215590970309451e-02,1.429421346929284020e+00
-1.572863500978852191e-01,2.001444325578096151e-01
-3.436789094446416498e-05,1.331910668000373067e-03
-1.076201016863361989e-03,1.041219223397496507e-01
3.120458224597932873e-02,1.766481877800599731e-01
1.531048237804536610e-03,2.361132008347940070e-01
-3.787421680808260587e-05,1.302227631098281865e-02
1.114364592900400075e-01,1.422241870405446029e+00
-3.024967076221468654e-02,6.521176517371856107e-01
2.132900968314140056e-02,2.421984606465489964e+00
-3.137442703840122304e-03,6.657103307191351849e-02
-1.306355358092671781e-01,4.753090370676011506e-02
4.004356203115340129e-01,2.880545523662535690e+00
-2.450430714004751126e-02,8.570549231720432648e-02
-2.828161626218171285e-02,1.813152001578040573e-01
-2.664994294762052657e-02,3.342377199068239602e+00
-2.778857693962320519e-01,3.301139916245817485e+00
-2.103920567014885845e-04,2.842468743760167005e-01
-1.404271254115631029e-01,1.169132359607849780e+00
-3.293638740611820316e-05,1.409990634606794052e-03
-2.589364892046250310e-01,2.842184700689762700e-01
-8.516295746284935006e-03,6.638220781736168252e-01
-3.198521096495494237e-02,2.026852029195851834e+00
6.729093036886740764e-02,1.020395380364749194e+00
-1.201598418118944994e-01,3.819892815332320279e-01
2.504484414472927037e-02,4.697148781292987407e-01
-6.174920748961049838e-02,1.910694986197372103e+00
-2.518475735045272446e-02,1.526592682906994236e-01
-8.691100075415425508e-02,1.159990222847301133e+00
-1.717973423676184223e-03,1.074325438652262363e-02
-1.360855424141044386e-02,3.582187056505115486e+00
3.916260133693000856e-01,6.258002983135275699e-01
-6.269304605906347860e-02,5.260680312878502907e-01
5.394821347713931736e-01,2.264220031946357459e+00
-2.055281259325722198e-01,1.224690631904513438e+00
-8.297517860598270295e-05,6.531052592795262568e-02
1.129404613725645407e-01,2.481486438433048392e+00
-6.921756970267300968e-01,1.778073943198161366e+00
7.039062034754796082e-01,2.226898158494195368e+00
2.847404538883976585e-02,1.687425417280413176e-01
-6.653894600386430769e-01,8.282033390843784870e-01
-5.918194649663648388e-01,7.148335374186737257e-01
1.040192822010171714e+00,2.699390703858038254e+00
-1.275728630866007407e+00,8.240111987700281526e-01
-9.312466967455338210e-04,6.588301150818065555e-02
-1.665074084831332651e-02,3.665366535078143362e-02
-5.167726239130423505e-01,4.764771132433934797e-01
-8.509426302706050160e-01,1.784839088708283672e+00
-1.778083377029940459e+00,1.672951539406841437e-01
7.812186367324962077e+00,2.795028866993141126e+00
3.933691981384192238e-02,1.983353720692350997e-01
1.006875669782077765e+00,2.166069091450551376e+00
-1.168160851377969323e+00,1.974669348213251130e+00
7.454545773028670164e-02,6.267300970551864525e-01
-1.832187522885284428e-03,4.252549529183299176e-02
-9.142284395080935155e-02,1.658662191710380540e+00
-2.434995069532472634e-01,2.415265505032167803e-01
-3.899925937576831925e-01,2.194350289428967038e+00
-6.634379166437407438e-01,8.459899500279078888e-01
-2.206637416732892820e-01,5.793893819764206476e-01
3.782649219668501872e-02,1.944903395973306970e-01
-8.571716386655984232e-01,1.513522051748983355e+00
4.136252731382819570e-01,1.088760046681323868e+00
4.260701976027083671e-01,1.765446954128026880e+00
-4.113813047387789024e-02,4.453618020593305360e+00
-6.109035423829621836e-01,2.536916109387230112e+00
-3.270057401587054408e-02,1.880351006788255341e-01
1.618214315632069411e-01,1.125382892706157767e+00
-2.413586484992240044e-01,7.990192106667441674e-02
-9.942982423372566381e-02,4.254807909285174827e-01
3.128904883977660228e-02,1.768871076132361997e-01
-2.163029370994686007e-01,1.340207416431018206e-01
-5.942229778813422625e-01,5.559065610365667709e-01
-2.227211921927449101e+00,1.219657519427501668e+00
-8.674118361291484336e-02,8.176107226045432608e-01
-2.155547213753237698e-02,5.300748954879663105e-02
6.535050681166654370e-05,2.005506048735329061e-01
-1.235763690146559179e+00,9.242371332093916036e-01
-2.724213226647623776e-01,2.489360335052609674e+00
7.472736313227861249e-01,1.554023300624121973e+00
2.644567339770283534e-02,1.626212575209736722e-01
-1.577110169680660812e-01,8.537793621790279452e-02
-3.927474870177132260e-01,5.265571904644698042e-01
7.439446044663126228e-03,1.991351526374897096e-01
-9.800664088549207627e-04,9.212809595949588912e-03
-2.272084523946874823e-01,4.024329454664229422e-01
-1.653169922651591128e-01,5.517913103874213521e-01
-1.446178302612430577e-01,3.821264577033106624e-01
-2.897963925314786526e-02,3.208996239013792162e-01
2.207009491762335074e-02,1.485600717475033805e-01
-2.158835853230245960e-01,4.249474818721066804e-01
-3.051084285896907278e-01,3.489774797261618655e+00
-2.357453388225081159e-01,3.822315154856423813e-01
-2.145879073033175322e-01,1.413597795641555077e+00
1.696133688078040394e-02,1.302356974134987466e-01
-2.621203410638467055e-02,1.846043042145470103e+00
-2.576794910659416793e-01,1.113778455714872218e+00
1.294739512184559693e+01,3.598248896594786306e+00
2.945261032067925999e+00,2.236512019997674461e+00
7.579132038181929550e-03,8.705821063048521657e-02
1.011721850720791356e-02,1.005843850068583595e-01
8.168297350244750231e-04,8.644573706454095063e-02
-2.824162793616273245e-02,2.563155857163707196e+00
-1.519835396033934359e-03,6.666787213813900152e-03
5.673368156505280121e-04,8.185667099208041031e-02
5.311944514267526868e-02,2.304765609398822801e-01
1.219685028611089753e-02,1.104393511666511840e-01
9.623351214233329949e-07,4.212842087768298334e-03
-7.094653895870187132e-02,2.186775378285554794e+00
-3.043936865878050790e-01,1.363272465746781847e+00
3.384717568993392853e-04,5.456875886048988267e-02
1.285299446660716216e-02,1.133710477441536302e-01
-2.145562512622613965e-02,2.457374710753335467e+00
-2.451657959656068642e-01,1.490759890050386671e+00
7.789936396978605333e-05,2.850754385038079680e-02
1.134479793054985614e-01,3.368203962136179230e-01
-5.426842836666741221e-02,2.135673563048065660e+00
4.025236526200703935e-02,1.967849414207583303e+00
-2.893946773619401336e-01,6.144982829384880496e+00
-1.274619252423940877e-02,2.644384082915637868e-01
-1.022266128605087421e-01,8.654810690185691380e-01
-2.279339123052866733e-01,2.075226013042439810e+00
-8.499699203615222439e-05,1.036237344145031882e-03
2.467317648786264417e-01,3.225065692253263450e+00
-6.613590120153842178e-02,9.556239173431260170e-01
2.108499688878087697e-01,1.319477248633783129e+00
-1.302999205321392698e-03,1.717162455551328182e-01
2.737545216450001919e-08,1.654552875084384239e-04
6.276592048643116206e-02,2.505312764635009848e-01
2.009119260704151158e-03,1.648279902313802836e-01
9.397106589899980114e-03,2.587245872456303553e-01
-9.412885285397649265e-03,1.181801885181882783e+00
1.654901345119439912e-02,1.796765890849238767e+00
1.636412197961329210e-02,4.087060138104511298e-01
5.940545295987167268e-02,3.604611854520268777e-01
-1.554254300638749711e-02,2.080438885802566029e-01
