X,Y,Z
1.916781458228525992e+01,-2.954866143428917979e+01,2.782213048922606546e+01
2.052831892533735925e+01,-2.954866143428917979e+01,1.883267791814077796e+01
2.188882326838945858e+01,-2.954866143428917979e+01,2.149406497200576283e+01
2.324932761144157212e+01,-2.954866143428917979e+01,2.027895499503061316e+01
2.460983195449367145e+01,-2.954866143428917979e+01,2.718594222765326407e+01
2.597033629754577078e+01,-2.954866143428917979e+01,3.137777736318267330e+01
2.733084064059787011e+01,-2.954866143428917979e+01,1.819932801025476365e+01
2.869134498364998365e+01,-2.954866143428917979e+01,2.131804460606345586e+01
3.005184932670208298e+01,-2.954866143428917979e+01,1.946135211994595338e+01
3.141235366975418231e+01,-2.954866143428917979e+01,4.443989953071386623e+01
3.277285801280629585e+01,-2.954866143428917979e+01,3.726606223238313476e+01
3.413336235585839518e+01,-2.954866143428917979e+01,2.234532965901578905e+01
3.549386669891049451e+01,-2.954866143428917979e+01,1.443455416054904816e+01
3.685437104196259384e+01,-2.954866143428917979e+01,9.713598968176503590e+00
3.821487538501470738e+01,-2.954866143428917979e+01,2.270075693963485008e+01
3.957537972806680671e+01,-2.954866143428917979e+01,-4.165313074245506342e-01
4.093588407111890604e+01,-2.954866143428917979e+01,1.849871824517968122e+01
4.229638841417100537e+01,-2.954866143428917979e+01,1.679954525668023280e+01
4.365689275722311891e+01,-2.954866143428917979e+01,2.764908471705548010e+01
4.501739710027521824e+01,-2.954866143428917979e+01,1.543175256641262294e+01
4.637790144332731757e+01,-2.954866143428917979e+01,3.137561890595152647e+01
4.773840578637941690e+01,-2.954866143428917979e+01,5.501773033923073264e+00
4.909891012943153044e+01,-2.954866143428917979e+01,1.032408025489242576e+01
5.045941447248362977e+01,-2.954866143428917979e+01,1.970621099720514025e+01
5.181991881553574331e+01,-2.954866143428917979e+01,1.030131939541478303e+01
5.318042315858784264e+01,-2.954866143428917979e+01,-9.547143862619011045e+00
5.454092750163994197e+01,-2.954866143428917979e+01,1.043697638660308336e+01
5.590143184469204130e+01,-2.954866143428917979e+01,1.261629640751878867e+01
-1.076328096486101060e+01,-2.888062621607924996e+01,6.735163242123741156e+01
-9.402776621808911273e+00,-2.888062621607924996e+01,2.329912143829115578e+01
-8.042272278756797732e+00,-2.888062621607924996e+01,1.768860290663460688e+01
-6.681767935704698402e+00,-2.888062621607924996e+01,1.769104356701413039e+01
-5.321263592652599073e+00,-2.888062621607924996e+01,1.813174362360879854e+01
-3.960759249600499743e+00,-2.888062621607924996e+01,2.794947876740676573e+00
-2.600254906548386202e+00,-2.888062621607924996e+01,1.843596688296305430e+01
-1.239750563496286873e+00,-2.888062621607924996e+01,1.778043257195863092e+01
1.207537795558124571e-01,-2.888062621607924996e+01,1.872636366335931868e+01
1.481258122607911787e+00,-2.888062621607924996e+01,1.841111873681704125e+01
2.841762465660025327e+00,-2.888062621607924996e+01,1.867928444706544866e+01
4.202266808712124657e+00,-2.888062621607924996e+01,1.916475214615736533e+01
5.562771151764223987e+00,-2.888062621607924996e+01,1.910319400532405965e+01
6.923275494816323317e+00,-2.888062621607924996e+01,1.750014373266129297e+01
8.283779837868436857e+00,-2.888062621607924996e+01,1.771035384671606394e+01
9.644284180920536187e+00,-2.888062621607924996e+01,1.962900528516681931e+01
1.100478852397263552e+01,-2.888062621607924996e+01,1.846816789705825457e+01
1.236529286702474906e+01,-2.888062621607924996e+01,1.854167538774038704e+01
1.372579721007684839e+01,-2.888062621607924996e+01,1.710593995018944469e+01
1.508630155312894772e+01,-2.888062621607924996e+01,1.692337600840727418e+01
1.644680589618104705e+01,-2.888062621607924996e+01,1.804664397852393520e+01
1.780731023923316059e+01,-2.888062621607924996e+01,2.076710599931615064e+01
1.916781458228525992e+01,-2.888062621607924996e+01,1.670795111721810855e+01
2.052831892533735925e+01,-2.888062621607924996e+01,1.817049061380838992e+01
2.188882326838945858e+01,-2.888062621607924996e+01,1.663826315150695834e+01
2.324932761144157212e+01,-2.888062621607924996e+01,1.704308700317364611e+01
2.460983195449367145e+01,-2.888062621607924996e+01,1.718546176790669122e+01
2.597033629754577078e+01,-2.888062621607924996e+01,1.673483941303864242e+01
2.733084064059787011e+01,-2.888062621607924996e+01,1.612111799252989641e+01
2.869134498364998365e+01,-2.888062621607924996e+01,1.994847077641508193e+01
3.005184932670208298e+01,-2.888062621607924996e+01,1.378760015231121727e+01
3.141235366975418231e+01,-2.888062621607924996e+01,1.648329032666496730e+01
3.277285801280629585e+01,-2.888062621607924996e+01,2.218913493450692798e+01
3.413336235585839518e+01,-2.888062621607924996e+01,2.047171106678066010e+01
3.549386669891049451e+01,-2.888062621607924996e+01,1.970861521562349949e+01
3.685437104196259384e+01,-2.888062621607924996e+01,2.162279678254154902e+01
3.821487538501470738e+01,-2.888062621607924996e+01,2.633567197736811849e+01
3.957537972806680671e+01,-2.888062621607924996e+01,8.287637026872378243e+00
4.093588407111890604e+01,-2.888062621607924996e+01,6.233733546108859436e+00
4.229638841417100537e+01,-2.888062621607924996e+01,-5.478737780449606021e+00
4.365689275722311891e+01,-2.888062621607924996e+01,5.019689955584182961e+00
4.501739710027521824e+01,-2.888062621607924996e+01,1.014628069120350062e+01
4.637790144332731757e+01,-2.888062621607924996e+01,2.056780767756034223e+01
4.773840578637941690e+01,-2.888062621607924996e+01,1.406387788545476170e+01
4.909891012943153044e+01,-2.888062621607924996e+01,1.058178738932007157e+01
5.045941447248362977e+01,-2.888062621607924996e+01,1.661205828593009315e+01
5.181991881553574331e+01,-2.888062621607924996e+01,1.563868412699829591e+01
5.318042315858784264e+01,-2.888062621607924996e+01,8.995223446650099319e+00
5.454092750163994197e+01,-2.888062621607924996e+01,1.799067530282976790e+01
5.590143184469204130e+01,-2.888062621607924996e+01,4.675422732667312786e+00
-1.484479399401732280e+01,-2.821259099786932012e+01,4.727768237420229980e+01
-1.348428965096521637e+01,-2.821259099786932012e+01,1.748875179535856006e+01
-1.212378530791310993e+01,-2.821259099786932012e+01,1.703322053427980265e+01
-1.076328096486101060e+01,-2.821259099786932012e+01,1.732284309045955339e+01
-9.402776621808911273e+00,-2.821259099786932012e+01,1.823338535499102875e+01
-8.042272278756797732e+00,-2.821259099786932012e+01,1.747866833733412761e+01
-6.681767935704698402e+00,-2.821259099786932012e+01,1.777712663318648723e+01
-5.321263592652599073e+00,-2.821259099786932012e+01,1.786997990787799750e+01
-3.960759249600499743e+00,-2.821259099786932012e+01,1.875601879104826608e+01
-2.600254906548386202e+00,-2.821259099786932012e+01,1.780753222806386304e+01
-1.239750563496286873e+00,-2.821259099786932012e+01,1.767069782920582810e+01
1.207537795558124571e-01,-2.821259099786932012e+01,1.767814755682947947e+01
1.481258122607911787e+00,-2.821259099786932012e+01,1.750728006064121445e+01
2.841762465660025327e+00,-2.821259099786932012e+01,1.883172348923352502e+01
4.202266808712124657e+00,-2.821259099786932012e+01,1.756691735144230293e+01
5.562771151764223987e+00,-2.821259099786932012e+01,1.728702950213069300e+01
6.923275494816323317e+00,-2.821259099786932012e+01,1.934249741912782738e+01
8.283779837868436857e+00,-2.821259099786932012e+01,1.532772729136659251e+01
9.644284180920536187e+00,-2.821259099786932012e+01,1.964730503262162742e+01
1.100478852397263552e+01,-2.821259099786932012e+01,1.954305206315773091e+01
1.236529286702474906e+01,-2.821259099786932012e+01,1.575333164273492947e+01
1.372579721007684839e+01,-2.821259099786932012e+01,1.621149629277738313e+01
1.508630155312894772e+01,-2.821259099786932012e+01,1.634045785064994405e+01
1.644680589618104705e+01,-2.821259099786932012e+01,1.745744711708636032e+01
1.780731023923316059e+01,-2.821259099786932012e+01,1.637513346391172320e+01
1.916781458228525992e+01,-2.821259099786932012e+01,2.079978992405124316e+01
2.052831892533735925e+01,-2.821259099786932012e+01,1.551938544077905391e+01
2.188882326838945858e+01,-2.821259099786932012e+01,1.416598190136331681e+01
2.324932761144157212e+01,-2.821259099786932012e+01,1.339615319416934902e+01
2.460983195449367145e+01,-2.821259099786932012e+01,1.687235310497514362e+01
2.597033629754577078e+01,-2.821259099786932012e+01,1.443117997554936194e+00
2.733084064059787011e+01,-2.821259099786932012e+01,1.457079364376083497e+01
2.869134498364998365e+01,-2.821259099786932012e+01,1.251914161798003988e+01
3.005184932670208298e+01,-2.821259099786932012e+01,3.220624710763623710e+01
3.141235366975418231e+01,-2.821259099786932012e+01,2.108112634205874869e+01
3.277285801280629585e+01,-2.821259099786932012e+01,1.968797925326523668e+01
3.413336235585839518e+01,-2.821259099786932012e+01,1.056034290244991425e+01
3.549386669891049451e+01,-2.821259099786932012e+01,2.338812706709914124e+01
3.685437104196259384e+01,-2.821259099786932012e+01,2.625694757192930950e+01
3.821487538501470738e+01,-2.821259099786932012e+01,6.973027708587767215e+00
3.957537972806680671e+01,-2.821259099786932012e+01,2.666979406372245620e+01
4.093588407111890604e+01,-2.821259099786932012e+01,8.915219725936033512e+00
4.229638841417100537e+01,-2.821259099786932012e+01,1.071049710152164103e+01
4.365689275722311891e+01,-2.821259099786932012e+01,1.441972647253798279e+01
4.501739710027521824e+01,-2.821259099786932012e+01,8.262900683326067863e+00
4.637790144332731757e+01,-2.821259099786932012e+01,6.017185688299573343e+00
4.773840578637941690e+01,-2.821259099786932012e+01,1.249918748324571105e+01
4.909891012943153044e+01,-2.821259099786932012e+01,1.531729004096191282e+01
5.045941447248362977e+01,-2.821259099786932012e+01,1.217815395206075912e+01
5.181991881553574331e+01,-2.821259099786932012e+01,2.307337823434849255e+01
5.318042315858784264e+01,-2.821259099786932012e+01,3.957646846901376136e+00
5.454092750163994197e+01,-2.821259099786932012e+01,1.454507682888347198e+01
5.590143184469204130e+01,-2.821259099786932012e+01,2.422820501204112631e+01
-2.028681136622573433e+01,-2.754455577965938673e+01,7.841057969239291481e+01
-1.892630702317362790e+01,-2.754455577965938673e+01,2.572863796155166227e+01
-1.756580268012152857e+01,-2.754455577965938673e+01,1.759659779386164047e+01
-1.620529833706942213e+01,-2.754455577965938673e+01,1.722719448194861869e+01
-1.484479399401732280e+01,-2.754455577965938673e+01,1.670442171269993281e+01
-1.348428965096521637e+01,-2.754455577965938673e+01,1.759238726182180557e+01
-1.212378530791310993e+01,-2.754455577965938673e+01,1.744304958667091299e+01
-1.076328096486101060e+01,-2.754455577965938673e+01,1.788519750448979195e+01
-9.402776621808911273e+00,-2.754455577965938673e+01,1.770336980594845500e+01
-8.042272278756797732e+00,-2.754455577965938673e+01,1.784190585904700654e+01
-6.681767935704698402e+00,-2.754455577965938673e+01,1.729302055986109465e+01
-5.321263592652599073e+00,-2.754455577965938673e+01,1.782403948713227138e+01
-3.960759249600499743e+00,-2.754455577965938673e+01,1.707950893169651252e+01
-2.600254906548386202e+00,-2.754455577965938673e+01,1.736411950713601016e+01
-1.239750563496286873e+00,-2.754455577965938673e+01,1.661732343912124676e+01
1.207537795558124571e-01,-2.754455577965938673e+01,3.802985604642523221e+00
1.481258122607911787e+00,-2.754455577965938673e+01,1.921985493231284181e+01
2.841762465660025327e+00,-2.754455577965938673e+01,1.709464557878743562e+01
4.202266808712124657e+00,-2.754455577965938673e+01,1.612259061331640098e+01
5.562771151764223987e+00,-2.754455577965938673e+01,1.374144615148734694e+01
6.923275494816323317e+00,-2.754455577965938673e+01,2.371977957914082680e+01
8.283779837868436857e+00,-2.754455577965938673e+01,1.934749987064579813e+01
9.644284180920536187e+00,-2.754455577965938673e+01,1.806850183005320787e+01
1.100478852397263552e+01,-2.754455577965938673e+01,2.270008970080617061e+01
1.236529286702474906e+01,-2.754455577965938673e+01,1.658290780928985697e+01
1.372579721007684839e+01,-2.754455577965938673e+01,1.828978459927960287e+01
1.508630155312894772e+01,-2.754455577965938673e+01,1.395460482052824069e+01
1.644680589618104705e+01,-2.754455577965938673e+01,1.530726694222771656e+01
1.780731023923316059e+01,-2.754455577965938673e+01,1.500513007262597043e+01
1.916781458228525992e+01,-2.754455577965938673e+01,1.611039085735736975e+01
2.052831892533735925e+01,-2.754455577965938673e+01,2.551953477014613370e+01
2.188882326838945858e+01,-2.754455577965938673e+01,1.705479021273881912e+01
2.324932761144157212e+01,-2.754455577965938673e+01,2.108724330768008670e+01
2.460983195449367145e+01,-2.754455577965938673e+01,2.008879263384424618e+01
2.597033629754577078e+01,-2.754455577965938673e+01,2.052096066943588255e+02
2.733084064059787011e+01,-2.754455577965938673e+01,2.367109060662097875e+01
2.869134498364998365e+01,-2.754455577965938673e+01,2.180310690436863297e+01
3.005184932670208298e+01,-2.754455577965938673e+01,1.421855920928468109e+01
3.141235366975418231e+01,-2.754455577965938673e+01,9.665768537538717453e+00
3.277285801280629585e+01,-2.754455577965938673e+01,8.790621386420269801e+00
3.413336235585839518e+01,-2.754455577965938673e+01,2.201687901687408200e+01
3.549386669891049451e+01,-2.754455577965938673e+01,2.225970988002423567e+01
3.685437104196259384e+01,-2.754455577965938673e+01,3.210405341969590864e+01
3.821487538501470738e+01,-2.754455577965938673e+01,2.438143256779726187e+01
3.957537972806680671e+01,-2.754455577965938673e+01,3.972654222470299601e+01
4.093588407111890604e+01,-2.754455577965938673e+01,4.115562469921632527e+01
4.229638841417100537e+01,-2.754455577965938673e+01,2.581676322360835911e+02
4.365689275722311891e+01,-2.754455577965938673e+01,-2.752709842773415616e+01
4.501739710027521824e+01,-2.754455577965938673e+01,2.655956673637440701e+01
4.637790144332731757e+01,-2.754455577965938673e+01,1.799247371112434024e+01
4.773840578637941690e+01,-2.754455577965938673e+01,3.330680019203938969e+01
4.909891012943153044e+01,-2.754455577965938673e+01,7.892983562641667561e+00
5.045941447248362977e+01,-2.754455577965938673e+01,3.251034199336412467e+00
5.181991881553574331e+01,-2.754455577965938673e+01,9.623129663661750044e+01
5.318042315858784264e+01,-2.754455577965938673e+01,2.876357666823639025e+00
5.454092750163994197e+01,-2.754455577965938673e+01,1.707530389819224226e+01
5.590143184469204130e+01,-2.754455577965938673e+01,1.426304774619134541e+01
-2.436832439538203943e+01,-2.687652056144945334e+01,5.072332720917108162e+01
-2.300782005232994010e+01,-2.687652056144945334e+01,1.669038459346772996e+01
-2.164731570927783366e+01,-2.687652056144945334e+01,1.795830965987110162e+01
-2.028681136622573433e+01,-2.687652056144945334e+01,1.689931411080861423e+01
-1.892630702317362790e+01,-2.687652056144945334e+01,1.681136325418860622e+01
-1.756580268012152857e+01,-2.687652056144945334e+01,1.743955093933518796e+01
-1.620529833706942213e+01,-2.687652056144945334e+01,1.669957942576891696e+01
-1.484479399401732280e+01,-2.687652056144945334e+01,1.681632732306597333e+01
-1.348428965096521637e+01,-2.687652056144945334e+01,1.862452221325832369e+01
-1.212378530791310993e+01,-2.687652056144945334e+01,1.725534444130117961e+01
-1.076328096486101060e+01,-2.687652056144945334e+01,2.125445948648744832e+01
-9.402776621808911273e+00,-2.687652056144945334e+01,1.745173376188573044e+01
-8.042272278756797732e+00,-2.687652056144945334e+01,1.693821823731879306e+01
-6.681767935704698402e+00,-2.687652056144945334e+01,1.712023365274542996e+01
-5.321263592652599073e+00,-2.687652056144945334e+01,1.605627718428794637e+01
-3.960759249600499743e+00,-2.687652056144945334e+01,1.874533424082773791e+01
-2.600254906548386202e+00,-2.687652056144945334e+01,1.804279394022875493e+01
-1.239750563496286873e+00,-2.687652056144945334e+01,1.631552837899802810e+01
1.207537795558124571e-01,-2.687652056144945334e+01,1.708971995395840082e+01
1.481258122607911787e+00,-2.687652056144945334e+01,1.550089842388651107e+01
2.841762465660025327e+00,-2.687652056144945334e+01,1.636218789703419674e+01
4.202266808712124657e+00,-2.687652056144945334e+01,3.521310076480726803e+00
5.562771151764223987e+00,-2.687652056144945334e+01,1.595736630804109701e+01
6.923275494816323317e+00,-2.687652056144945334e+01,1.622058340664755249e+01
8.283779837868436857e+00,-2.687652056144945334e+01,1.920524238044947651e+01
9.644284180920536187e+00,-2.687652056144945334e+01,1.971297410323654375e+01
1.100478852397263552e+01,-2.687652056144945334e+01,1.415766931697530850e+01
1.236529286702474906e+01,-2.687652056144945334e+01,1.592614045673654033e+01
1.372579721007684839e+01,-2.687652056144945334e+01,1.426844096092642822e+01
1.508630155312894772e+01,-2.687652056144945334e+01,1.408321492242431638e+01
1.644680589618104705e+01,-2.687652056144945334e+01,2.029654223533906787e+01
1.780731023923316059e+01,-2.687652056144945334e+01,1.225642013250823226e+01
1.916781458228525992e+01,-2.687652056144945334e+01,1.340719750105772867e+01
2.052831892533735925e+01,-2.687652056144945334e+01,8.091139861298816527e+01
2.188882326838945858e+01,-2.687652056144945334e+01,1.383132438906117834e+01
2.324932761144157212e+01,-2.687652056144945334e+01,2.418541368706487305e+01
2.460983195449367145e+01,-2.687652056144945334e+01,2.772888466802058716e+01
2.597033629754577078e+01,-2.687652056144945334e+01,1.980081789490661848e+01
2.733084064059787011e+01,-2.687652056144945334e+01,3.711954307968533584e+01
2.869134498364998365e+01,-2.687652056144945334e+01,3.244127668456863489e+01
3.005184932670208298e+01,-2.687652056144945334e+01,-2.367158148010631180e+01
3.141235366975418231e+01,-2.687652056144945334e+01,2.930121226446944505e+01
3.277285801280629585e+01,-2.687652056144945334e+01,1.093603052788387231e+01
3.413336235585839518e+01,-2.687652056144945334e+01,3.564302710250371575e+01
3.549386669891049451e+01,-2.687652056144945334e+01,7.830610802065424814e+00
3.685437104196259384e+01,-2.687652056144945334e+01,4.393140567003639063e+01
3.821487538501470738e+01,-2.687652056144945334e+01,2.698395401393523230e+01
3.957537972806680671e+01,-2.687652056144945334e+01,9.393461268066769065e+00
4.093588407111890604e+01,-2.687652056144945334e+01,8.462674249803168181e+00
4.229638841417100537e+01,-2.687652056144945334e+01,1.044340584799759775e+01
4.365689275722311891e+01,-2.687652056144945334e+01,2.260688690875262097e+01
4.501739710027521824e+01,-2.687652056144945334e+01,7.179344800937148108e+00
4.637790144332731757e+01,-2.687652056144945334e+01,3.377283197012468463e+01
4.773840578637941690e+01,-2.687652056144945334e+01,-5.911857011424960007e+01
4.909891012943153044e+01,-2.687652056144945334e+01,1.679747415035335534e+00
5.045941447248362977e+01,-2.687652056144945334e+01,3.876214072474809758e+00
5.181991881553574331e+01,-2.687652056144945334e+01,1.453273321130905060e+01
5.318042315858784264e+01,-2.687652056144945334e+01,1.225993302795307294e+01
